ID,Name,Status,Original German,Founding year,Founder,Linkedin-Account Founder,Legal Name,Legal form,Street,Postal code,City,Country,Register Number/ Company ID/ LEI,Segment,Subsegment,Bank Cooperation,Homepage,E-Mail,Insolvency,Liquidation,Date of inactivity,Local court,Former name
78,Captiq,1,1.0,2018.0,Soraya Braun; Lorenz Beimler,https://www.linkedin.com/in/soraya-braun-837852155/; https://www.linkedin.com/in/lorenz-beimler-3b1480149/,Captiq GmbH,GmbH,Neuer Mainzer Straße 66-68,60311,Frankfurt am Main,Germany,HRB 113460,Financing,Credit and Factoring,0,https://captiq.com,info@captiq.com,0,0,,Frankfurt am Main,
79,commnex,1,1.0,2016.0,Friedrich von Jagow; Carl von Halem,https://www.linkedin.com/in/friedrich-von-jagow-9778bbb8/; https://www.linkedin.com/in/carl-von-halem-09614310b/,CommneX GmbH,GmbH,Viktoriastraße 34,80803,München,Germany,HRB 227314,Financing,Crowdlending,0,https://www.commnex.de/,contact@commnex.de,0,0,,München,
80,CrossLend,1,1.0,2014.0,Oliver Schimek,https://www.linkedin.com/in/oliver-schimek-98137657/,CrossLend GmbH,GmbH,Kemperplatz 1,10785,Berlin,Germany,HRB 160198,Financing,Crowdlending,1,https://www.crosslend.com,christian.fischer@crosslend.com,0,0,,Berlin (Charlottenburg),
81,debitos,1,1.0,2009.0,Timur Peters,https://www.linkedin.com/in/timur-peters-a236a51/,Debitos GmbH,GmbH,Mainzer Landstraße 69-71,60329,Frankfurt am Main,Germany,HRB 93190,Financing,Credit and Factoring,0,https://www.debitos.com/de/,peters@debitos.com,0,0,,Frankfurt am Main,
82,finiata,1,1.0,2016.0,Daniel Schlotter; Kenan Deniz; Sebastian Diemer,https://www.linkedin.com/in/danielschlotter/; https://www.linkedin.com/in/kenandeniz; https://www.linkedin.com/in/sebastiandiemer/,Finiata GmbH,GmbH,Zimmerstr. 67,10117,Berlin,Germany,HRB 178286 B,Financing,Credit and Factoring,0,https://www.finiata.de/,service@finiata.de,0,0,,Berlin (Charlottenburg),bezahlt.de
83,Giromatch,1,1.0,2014.0,Robin Buschmann; Daniel Conradt; Viktor Kraus,https://www.linkedin.com/in/robin-buschmann-7b5538a8/; https://www.linkedin.com/in/daniel-conradt-16b9b0109/; https://www.linkedin.com/in/viktor-kraus-418ab056/,GIROMATCH GmbH,GmbH,Ludwigstraße 33,60327,Frankfurt am Main,Germany,HRB 99869 ,Financing,Crowdlending,0,https://www.giromatch.com,info@giromatch.com,0,0,,Frankfurt am Main,
84,Iwoca,1,0.0,2014.0,Christoph Rieche; James Dear,https://www.linkedin.com/in/christophrieche/; https://www.linkedin.com/in/jamesdear/,iwoca Deutschland GmbH,GmbH,Hanauer Landstraße 187-189,60314,Frankfurt am Main,Germany,HRB 100833,Financing,Credit and Factoring,1,https://www.iwoca.de/,info@iwoca.de,0,0,,Frankfurt am Main,
85,Kapitalfreunde,0,1.0,2012.0,Michael Ullmann,https://www.linkedin.com/in/michael-ullmann-baa1702b/,Kapitalfreunde GmbH,GmbH,Münchnerstraße 15a,82319,Starnberg,Germany,HRB 199257,Financing,Crowdlending,0,https://www.kapitalfreunde.de/,kontakt@kapitalfreunde.de,0,0,,München,
86,valendo,1,1.0,2015.0,Andreas von Buttlar; Lars Bresan, https://www.linkedin.com/in/andreas-buttlar-7b89b75/; https://www.linkedin.com/in/larsbresan/,Valendo GmbH,GmbH,Hardenbergstr. 32,10623,Berlin,Germany,HRB 165018 B,Financing,Credit and Factoring,0,https://www.valendo.de/,info@valendo.de,0,0,,Berlin (Charlottenburg),
87,vexcash,1,1.0,2011.0,Manuel Prenzel,https://www.linkedin.com/in/manuel-prenzel-119714168/,Vexcash AG,AG,Rudi-Dutschke-Straße 7–9 ,10969,Berlin,Germany,HRB 138151 B ,Financing,Credit and Factoring,1,https://www.vexcash.com/,info@vexcash.com,0,0,,Berlin (Charlottenburg),
88,Wroomer,1,1.0,2016.0,Dr. Christian Röckemann; Guido Merz,https://www.linkedin.com/in/christian-r%C3%B6ckemann-0a3211167/; https://de.linkedin.com/in/guido-merz-193a168,WROOMER GmbH,GmbH,Kaiserplatz 2,80803,München,Germany,HRB 222948,Financing,Credit and Factoring,0,https://wroomer.com/ux/,kontakt@wroomer.com,0,0,,München,
89,kredu,1,1.0,2019.0,Manuel Prenzel,https://www.linkedin.com/in/manuel-prenzel-119714168/,Kredu GmbH,GmbH,Bundesallee 220,10719,Berlin,Germany,HRB 179852 B,Financing,Credit and Factoring,1,https://www.kredu.de/,info@kredu.de,0,0,,Berlin (Charlottenburg),
90,finpair,1,1.0,2018.0,Norddeutsche Landesbank,,finpair GmbH,GmbH,Friedrichswall 10,30159,Hannover,Germany,HRB 216931,Financing,Credit and Factoring,1,https://www.finpair.de/,kontakt@finpair.de,0,0,,Hannover,
91,deineStudienfinanzierung,1,1.0,2016.0,Alexander Barge; Bastian Krautwald; David Meyer,https://www.linkedin.com/in/alexanderbarge/; https://www.linkedin.com/in/bastian-krautwald/,FiRec UG (haftungsbeschränkt),UG,Seelingstraße 47/49,14059,Berlin,Germany,HRB 179934 B,Financing,Credit and Factoring,0,https://www.deinestudienfinanzierung.de/,hello@deinestudienfinanzierung.de,0,0,,Berlin (Charlottenburg),
92,fulfin,1,1.0,2017.0,"Fredi Gruber, Nathan Evans",https://www.linkedin.com/in/fredi-gruber-3ba513129/; https://www.linkedin.com/in/nathanpaulevans/,isarlend GmbH,GmbH,Agnes-Pockels-Bogen 1,80992,München,Germany,HRB: 238885,Financing,Credit and Factoring,0,https://www.fulfin.com,Info@fulfin.com,0,0,,München,
93,CEPP Invest,0,1.0,2015.0,Corporate Energies Gr. GmbH & Co KG,,CEPP Invest GmbH,GmbH,Kurfürstendamm 72,10709,Berlin,Germany,HRB 143863 B,Financing,Crowdinvesting,0,https://www.cepp-invest.de/,info@cepp-invest.de,0,0,,Berlin (Charlottenburg),
94,compeon,1,1.0,2012.0,Kai Böringschulte; Nico Peters; Frank Wüller,https://www.linkedin.com/in/kai-b%C3%B6ringschulte-b3184965/; https://www.linkedin.com/in/dr-nico-peters-bb46a1123/; https://www.linkedin.com/in/frank-w%C3%BCller-851420221/,Compeon GmbH,GmbH,Am Wehrhahn 100 ,40211,Düsseldorf,Germany,HRB 79787,Financing,Credit and Factoring,1,https://www.compeon.de/,support@compeon.de,0,0,,Düsseldorf,
95,Factoringbörse,1,1.0,2000.0,,,atevis AG,AG,Carl-Zeiss-Straße 2,63755,Alzenau,Germany,HRB 7807 ,Financing,Credit and Factoring,0,http://www.factoringbörse.de/,info@atevis.de,0,0,,Aschaffenburg,
96,Hypofriend,1,1.0,2018.0,"Nick Mulder, Dr. Christian Mulder, Pavel Jurasek",https://www.linkedin.com/in/nickmulder/; https://www.linkedin.com/in/christian-mulder-1b772b71/; https://www.linkedin.com/in/pauljurasek/,Hypofriend GmbH,GmbH,Torstraße 92,10119,Berlin,Germany,HRB 190233 B,Financing,Credit and Factoring,0,https://hypofriend.de/,info@hypofriend.de,0,0,,Berlin (Charlottenburg),
97,ipfand,1,1.0,2013.0,Achim Illner,https://www.linkedin.com/in/dillner/,Deutsche Pfandkredit AG,AG,Hollestr. 1,45127,Essen,Germany,HRB 24344,Financing,Credit and Factoring,0,https://www.ipfand.de/,info@ipfand.de,0,0,,Essen,
98,#kreativmuenchen Crowdfunding,1,1.0,2017.0,Kultur- und Kreativwirtschaft der Landeshauptstadt München,,"Landeshauptstadt München, Referat für Arbeit und Wirtschaft",Körperschaft des öffentlichen Rechts,Herzog-Wilhelm-Straße 15,80331,München,Germany,,Financing,Reward-based Crowdfunding,0,https://kreativ-muenchen-crowdfunding.de/,kreativ@muenchen.de,0,0,,0,
99,100 FANS,1,1.0,2013.0,Münchener Verlagsgruppe,,Münchner Verlagsgruppe GmbH,GmbH,Nymphenburger Straße 86,80636,München,Germany,HRB 118 729,Financing,Reward-based Crowdfunding,0,https://100fans.de,info@100fans.de,0,0,,München,
100,52Masterworks,1,1.0,2014.0,Tobias Ledermann; Robert Herrmann,https://www.linkedin.com/in/tobias-ledermann-70908338/; https://www.linkedin.com/in/r0bertherrmann/,52masterworks GmbH,GmbH,Am Kosttor 2,80331,München,Germany,HRB 208753,Financing,Crowdinvesting,0,https://www.52masterworks.com/,info@52masterworks.com,0,0,,München,
101,99 Funken,1,1.0,2015.0,Regionale Sparkassen,,Gesellschaft für Sparkassendienstleistungen mbH,GmbH,Elsasser Straße 6,1307,Dresden,Germany,HRB 34871,Financing,Reward-based Crowdfunding,0,https://www.99funken.de/,info@99funken.de,0,0,,Potsdam,
102,Pactum Securities,1,1.0,2016.0,Marie Louise Seelig; Daniel Wigbers,https://www.linkedin.com/in/marie-louise-seelig-22394966/; https://www.linkedin.com/in/danielwigbers/,Pactum Securities GmbH,GmbH,Neue Mainzer Straße 75,60311,Frankfurt am Main,Germany,HRB 180937 B,Financing,Crowdlending,1,https://pactum-securities.com/,info@pactum-securities.com,0,0,,Berlin (Charlottenburg),Acatus
103,ADDACT,0,1.0,2015.0,Hilko Aikens; Dirk Veit,https://www.linkedin.com/in/hilkoaikens/; https://www.linkedin.com/in/dirkveit/,ADDACT GmbH,GmbH,Salzstraße 1,21335,Lüneburg,Germany,HRB 205503,Financing,Reward-based Crowdfunding,0,,,0,1,2019-08-21 00:00:00,Lüneburg,
104,aifinyo Factoring,1,1.0,2014.0,Stefan Kempf,https://www.linkedin.com/in/kempf-stefan-87089247/,aifinyo finance GmbH,GmbH,Tiergartenstraße 8,01219,Dresden,Germany,HRB 17387,Financing,Credit and Factoring,0,https://www.aifinyo.de/factoring,info@aifinyo.de,0,0,,Dresden,Elbe Factoring
105,aifinyo Finetrading,1,1.0,2014.0,Stefan Kempf,https://www.linkedin.com/in/kempf-stefan-87089247/,aifinyo finetrading GmbH,GmbH,Tiergartenstraße 8,01219,Dresden,Germany,HRB 33236,Financing,Credit and Factoring,0,https://www.aifinyo.de/finetrading,info@aifinyo.de,0,0,,Dresden,amacash
106,AlphaJoin,0,1.0,2014.0,Daniel Anzer; Sebastian Nickl,,Cryptomide UG,UG,Schwarzenreuth 38,95700,Neusorg,Germany,HRB 4376,Financing,Crowdinvesting,0,,,0,1,2016-02-29 00:00:00,Weiden,
107,Aurango,0,,,,,,,,,,,,Financing,Donation-based Crowdfunding,0,,,0,0,,0,
108,Berlin Crowd,0,1.0,2012.0,Verena Freese; René Wendler,https://www.linkedin.com/in/nannagalore/; https://www.linkedin.com/in/webworker/,Crowdchips GmbH,GmbH,Peterssteinweg 10,04107,Leipzig,Germany,HRB 142148 B,Financing,Crowdinvesting,0,,,0,0,2017-08-31 00:00:00,Berlin (Charlottenburg),
109,bestBC,0,1.0,2012.0,Carsten Höck; Oliver Schmidt,,bestBC GmbH,GmbH,Vilbeler Landstr. 253-255,60388,Frankfurt am Main,Germany,HRB 94227,Financing,Crowdinvesting,0,,,0,0,,Frankfurt am Main,
110,Beteiligungsplattform,0,1.0,2013.0,Carsten Antonius Michels,,die-beteiligungsplattform GmbH,GmbH,Poststr. 33,20354,Hamburg,Germany,HRB 126737,Financing,Crowdinvesting,0,,,0,1,2016-02-10 00:00:00,Hamburg,
111,Betterplace,1,1.0,2007.0,Jörg Rheinboldt; Till Behnke; Line Hadsjsberg; Joana Breidenbach; Stephan Breidenbach; Moritz Eckert,https://www.linkedin.com/in/rheinboldt/; https://www.linkedin.com/in/betterplace/; https://www.linkedin.com/in/joana-breidenbach-36680b91/; https://www.linkedin.com/in/stephan-breidenbach-04b678111/; https://www.linkedin.com/in/moritz-eckert/,gut.org gAG,gAG,Schlesische Straße 26,10997,Berlin,Germany,HRB 126785 B,Financing,Donation-based Crowdfunding,0,https://www.betterplace.org/de,support@betterplace.org,0,0,,Berlin (Charlottenburg),
112,Vane,1,0.0,2014.0,Christopher Vogt; Gregor Dimitrou,https://www.linkedin.com/in/christopher-vogt-53ba0b38/,Vane GmbH,GmbH,Marienburger Str. 1 ,10405,Berlin,Germany,HRB 162057 B,Financing,Credit and Factoring,0,https://vane.capital/,contact@vane.capital﻿,0,0,,Berlin (Charlottenburg),BillFront
113,Bondora,1,0.0,2008.0,Pärtel Tomberg,https://www.linkedin.com/in/parteltomberg/,Bondora Capital OÜ,OÜ,A.H.Tammsaare tee 47,11316,Tallinn,Estonia,12831506,Financing,Crowdlending,0,https://www.bondora.com/de,investor@bondora.com,0,0,,0,
114,Brickgate,0,1.0,2015.0,Patrick Böert,https://www.linkedin.com/in/patrickboeert/,Brickgate GmbH,GmbH,Wöhlertstraße 12 - 13,10115,Berlin,Germany,HRB 166740 B,Financing,Crowdinvesting,0,,,1,0,2016-05-12 00:00:00,Berlin (Charlottenburg),
115,brickvest,1,0.0,2014.0,Thomas Schneider,,BrickVest Markets Ltd.,Ltd.,25 Worship Street,EC2A 2DX,London,England,8945008LMXL4SU4CC240,Financing,Crowdinvesting,0,https://brickvest.com/de/,compliance@brickvest.com,0,0,,0,
116,Buffrs,0,1.0,2015.0,Christoph Hornung,https://www.linkedin.com/in/christophhornung/,Next Sports GmbH,GmbH,Kaulbachstrasse 35,80539,München,Germany,HRB 222684,Financing,Reward-based Crowdfunding,0,,info@buffrs.net,0,0,,München,KICKRS.NET
117,Bürgerzins,0,1.0,2014.0,Ulrich Zemke,,Bürgerzins GmbH,GmbH,Münchener Straße 101,85737,Ismaning,Germany,HRB 212019,Financing,Crowdinvesting,0,,,0,1,2020-07-17 00:00:00,München,
118,online Banken,1,1.0,2013.0,Robert Henker; André Holdschick; Stephan Henker; Marius Schulze,https://www.linkedin.com/in/robert-henker/; https://www.linkedin.com/in/andre-holdschick-7981a915/; https://www.linkedin.com/in/mariusberlin/details/experience/,Startdowns GmbH,GmbH,Falkstr. 48,44809,Bochum,Germany,HRB 16230,Financing,Robo-Advice,1,https://onlinebanken.com/robo-advisor-vergleich/,feda@startdowns.de,1,0,,Berlin (Charlottenburg),cashboard
119,CASHCAPE,1,1.0,2016.0,Jan Weitzel; Matthias Lange,https://www.linkedin.com/in/dr-jan-weitzel-277220/; https://www.linkedin.com/in/matthias-lange-de/,Quantic Finance GmbH,GmbH,Rheinsberger Str. 76/77,10115,Berlin,Germany,HRB 105596,Financing,Credit and Factoring,1,https://cashcape.com/,info@cashcape.com,0,0,,Frankfurt am Main,
120,Cinedime,0,1.0,2014.0,Mark von Seydlitz; Markus Brandmair,https://www.linkedin.com/in/mark-von-seydlitz-8bb75a1/; https://www.linkedin.com/in/markus-brandmair-06479a71/,CINEDIME GmbH,GmbH,Türkenstraße 95,80799,München,Germany,HRB 202976,Financing,Crowdinvesting,0,,,0,0,2019-09-10 00:00:00,München,
121,Correct!v,1,1.0,2014.0,David Schraven,https://www.linkedin.com/in/david-schraven-64ab96232/,CORRECTIV – Recherchen für die Gesellschaft gemeinnützige GmbH,gGmbH,Huyssenallee 11,45128,Essen,Germany,HRB 25135,Financing,Donation-based Crowdfunding,0,https://correctiv.org,simon.kretschmer@correctiv.org,0,0,,Essen,
122,Crowd Invest by SolteQ Energy,1,1.0,2012.0,SolteQ Energy GmbH,,SolteQ Energy GmbH,GmbH,Willesch 6,49779,Oberlangen,Germany,HRB 206009,Financing,Crowdinvesting,0,http://www.crowd-investment.eu/,info@crowd-investment.eu,0,0,,Osnabrück,
123,Crowd Power,0,1.0,2015.0,Herfurtner Rechtsanwaltsgesellschaft mbH,,Herfurtner Rechtsanwaltsgesellschaft mbH,GmbH,Theresienstraße 1,80333,München,Germany,HRB 144816,Financing,Donation-based Crowdfunding,0,,,0,0,,Hamburg,
124,CrowdEner.gy,1,1.0,2012.0,Peer Piske; Martin Müller; Thomas Notemann,https://www.linkedin.com/in/dr-peer-piske-9404297/,crowdEner.gy GmbH,GmbH,Volmerstr. 10 ,12489,Berlin,Germany,HRB 141107 B,Financing,Crowdinvesting,0,https://www.crowdener.gy/,info@crowdEner.gy,0,0,,Berlin (Charlottenburg),
125,Crowdfanding,1,1.0,2016.0,Toni Schley,,crowdFANding e.V. ,e.V.,Trießnitzweg 2 ,07745,Jena,Germany,VR231664,Financing,Reward-based Crowdfunding,0,https://www.crowdfanding.net/,info@crowdfanding.net,0,0,,Jena,
126,Crowdfans,0,1.0,2013.0,Ines Zimzinski,,diehoeragenten UG ,UG,Haeseler Straße 17 e,14050,Berlin,Germany,HRB 128268 B,Financing,Reward-based Crowdfunding,0,,,0,0,,Berlin (Charlottenburg),
127,Crowdfunding Bad Nauheim,1,1.0,2013.0,Beatrix van Ooyen,,Beatrix van Ooyen,personally liable,Ludwigstraße 1,61231,Bad Nauheim,Germany,,Financing,Donation-based Crowdfunding,0,https://www.crowdfunding-bad-nauheim.de,beatrix.vanooyen@gmx.de,0,0,,0,
128,CrowdPatent,0,1.0,2015.0,Yorck Hernandez; Gunnar Eisenberg,https://www.linkedin.com/in/yorck-r-hernandez-205b9130/; https://www.linkedin.com/in/gunnareisenberg/,Crowd IP GmbH,GmbH,Pullacher Str. 23,82049,Pullach b. München,Germany,HRB 208109,Financing,Crowdinvesting,0,,,0,1,2016-11-10 00:00:00,München,
129,crowdstarting.de,0,1.0,2013.0,,,crowdstarting.de UG,UG,Äußere Bayreuther Str. 57,90409,Nürnberg,Germany,,Financing,Reward-based Crowdfunding,0,,,0,0,,0,
130,Crowdstein,0,1.0,2014.0,,,Crowdstein UG,UG,Nordheimstraße 3,22309,Hamburg,Germany,HRB 131016 ,Financing,Crowdinvesting,0,,,0,1,2015-10-05 00:00:00,Hamburg,
131,CrowdTrader,0,1.0,2015.0,,,CrowdTrader GmbH,GmbH,Pfatthaagäcker 5,88048,Friedrichshafen,Germany,HRB 731868,Financing,Crowdinvesting,0,,,0,1,2018-07-23 00:00:00,Ulm,
132,Degussa Crowdfunding,0,1.0,2015.0,Degussa Goldhandel GmbH,,Degussa Goldhandel GmbH,GmbH,Promenadeplatz 12,80333,München,Germany,HRB 188979,Financing,Reward-based Crowdfunding,0,,,0,0,2018-03-01 00:00:00,München,
133,Der Hamburger Weg,1,1.0,2006.0,HSV Fußball AG,,HSV Fußball AG,AG,Sylvesterallee 7,22525,Hamburg,Germany,HRB 47576,Financing,Donation-based Crowdfunding,0,https://www.hsv.de/unser-hsv/der-hamburger-weg/,der-hamburger-weg@hsv.de,0,0,,Hamburg,
134,Deutsche Mikroinvest,0,1.0,2012.0,Carsten Bischof; Knut Haake,https://www.linkedin.com/in/knut-h-a321b5167/,DMI Deutsche Mikroinvest GmbH,GmbH,Am Birkengraben 14,50259,Pulheim,Germany,HRB 75246,Financing,Crowdinvesting,0,,,0,0,2019-03-01 00:00:00,Köln,
135,Devexo,0,1.0,2012.0,Edwin Davis,,DEVEXO Deutsche Venture Exchange GmbH,GmbH,Kaistr. 18,40221,Düsseldorf,Germany,HRB 66444,Financing,Crowdinvesting,0,,,0,1,2020-01-27 00:00:00,Düsseldorf,
136,Dreamojo,0,1.0,2014.0,Axel Höfer; Christian Schiewe,,Dreamoyo GmbH,GmbH,Prinzessinnenstraße 19-20,10969,Berlin,Germany,HRB 153704 B,Financing,Reward-based Crowdfunding,0,,,0,1,2015-12-29 00:00:00,Berlin (Charlottenburg),
137,Dresden Durchstarter,0,1.0,2012.0,Dresden Marketing GmbH; Amt für Wirtschaftsförderung der Stadt Dresden,,Dresden Marketing GmbH ,GmbH,Messering 7,01067,Dresden,Germany,HRB 27229,Financing,Reward-based Crowdfunding,0,,,0,0,,Dresden,
138,DUB,0,1.0,2010.0,Michael Grote,https://www.linkedin.com/in/michael-grote-08a93b14/,DUB.de GmbH,GmbH,Schanzenstraße 70,20357,Hamburg,Germany,HRB 115977,Financing,Crowdinvesting,0,,,0,0,,Hamburg,
139,EASY CROWDFUNDING,0,1.0,2015.0,,,Brain Crowdfunding UG,UG,Mühlenstraße 8a,14167,Berlin,Germany,HRB 164861 B,Financing,Crowdinvesting,0,,,0,1,2018-10-15 00:00:00,Berlin (Charlottenburg),
140,Ecocrowd,1,1.0,2014.0,Jörg Sommer,https://www.linkedin.com/in/joerg-sommer,Deutsche Umweltstiftung,Stiftung,Greifswalder Straße 4,10405,Berlin,Germany,,Financing,Reward-based Crowdfunding,0,https://www.ecocrowd.de/,team@ecocrowd.de,0,0,,0,
141,Entrafin,1,1.0,2015.0,Christoph Bauer; Stefan Fenner,https://www.linkedin.com/in/christoph-bauer-22764a1b5/; https://www.linkedin.com/in/dr-stefan-fenner-7a99701a7/,entrafin GmbH,GmbH,Kölner Str. 30,50859,Köln,Germany,HRB 93445,Financing,Credit and Factoring,1,https://www.entrafin.de/,christoph.bauer@entrafin.de,0,0,,Köln,
142,Erzeugerwelt,1,1.0,2015.0,Monika Elias,,Monika Elias,personally liable,Josef-Wirmer-Str. 16,60488,Frankfurt am Main,Germany,,Financing,Reward-based Crowdfunding,0,https://www.erzeugerwelt.de/,info@erzeugerwelt.de,0,0,,0,
143,EstateGuru,1,0.0,2014.0,Marek Pärtel,https://www.linkedin.com/in/marek-pärtel-02a2bb65,Estateguru OÜ,OÜ,Tartu mnt 10/Pääsukese 2,10145,Tallinn,Estonia,254900QPV7XH7NPTWI04,Financing,Crowdlending,0,https://estateguru.co/de/?switch=de,info@estateguru.co,0,0,,0,
144,Evangelisch Bildungsstark,1,1.0,2014.0,,,Evangelische Schulstiftung in der EKBO,Stiftung,Georgenkirchstr. 69,10249,Berlin,Germany,VR 1623,Financing,Donation-based Crowdfunding,0,https://www.evangelisch-bildungsstark.de/,m.klueckmann@schulstiftung-ekbo.de,0,0,,0,
145,FAIRPIECE,0,1.0,2015.0,,,"FairPiece Antona Ermacora, Matthias Nannt GbR",GbR,Dorf 12a ,24159,Kiel,Germany,,Financing,Reward-based Crowdfunding,0,,,0,0,,0,
146,fairplaid,1,1.0,2012.0,Marthe-Victoria Lorenz; Philipp Mergenthaler,https://www.linkedin.com/in/marthevictorialorenz,fairplaid GmbH,GmbH,Sophienstraße 26,70178,Stuttgart,Germany,HRB 743209,Financing,Reward-based Crowdfunding,0,https://www.fairplaid.org/,t.luehrs@fairplaid.org,0,0,,Stuttgart,
147,Filmkraut,0,1.0,2014.0,Tim Menapace,https://www.linkedin.com/in/tim-menapace,Filmkraut GmbH,GmbH,Schulstraße 5,95444,Bayreuth,Germany,HRB 5976 ,Financing,Crowdinvesting,0,,,0,1,2015-07-27 00:00:00,Bayreuth,
148,finmar,0,1.0,2013.0,Clas Beese,https://www.linkedin.com/in/clasbeese/,finmar GmbH,GmbH,Eifflerstraße 43,22769,Hamburg,Germany,HRB 127554,Financing,Crowdlending,0,http://blog.finmar.com/,info@finmar.com,0,1,2015-12-01 00:00:00,Hamburg,
149,FinMatch,1,1.0,2018.0,Martin Hipp,https://www.linkedin.com/in/martin-hipp/,FinMatch AG,AG,Tübinger Straße 43,70178,Stuttgart,Germany,HRB 765151,Financing,Credit and Factoring,0,https://www.finmatch.de/de/,info@finmatch.de,0,0,,Stuttgart,
150,fintura,0,1.0,2014.0,Gernot Overbeck; Thomas Becher,https://www.linkedin.com/in/gernotoverbeck/; https://www.linkedin.com/in/thomas-becher-40a3b4a1/,Fintura GmbH,GmbH,Ludwigstr. 58b,64646,Heppenheim,Germany,HRB 93400,Financing,Credit and Factoring,0,,,1,0,2018-02-01 00:00:00,Darmstadt,
151,flexpayment,0,1.0,2011.0,Aimé Ndaysiaba; Cemil Arslan,https://www.linkedin.com/in/aim%C3%A9-ndayisaba-9ba8b44/; https://www.linkedin.com/in/cemil-arslan-114722131/,FLEX Financial Solutions GmbH,GmbH,Erste Brunnenstr. 12,20459,Hamburg,Germany,HRB 118283,Financing,Credit and Factoring,1,https://www.flexpayment.de/,info@flexpayment.de,0,0,,Hamburg,
152,FoundingCrowd,0,1.0,2012.0,Frank-Steven Eichholtz,https://www.linkedin.com/in/frankeichholtz/,FoundingCrowd GmbH,GmbH,Pappelallee 78/79,10437,Berlin,Germany,HRB 141559 B ,Financing,Crowdinvesting,0,,,0,1,2014-02-18 00:00:00,Hannover,
153,Fund2.Me,0,0.0,2013.0,,,FUND2 ME Ltd.,Ltd.,,,Hong Kong,China,,Financing,Reward-based Crowdfunding,0,,,0,1,2015-02-18 00:00:00,0,
154,FundedByMe,1,0.0,2011.0,Arno Smit; Daniel Daboczy; Eric Weber,https://www.linkedin.com/in/fundedbymearnosmit/; https://www.linkedin.com/in/danieldaboczy/; https://www.linkedin.com/in/eric-weber-51794912/,FundedByMe AB,AB,Kungsgatan 14,111 35,Stockholm,Sweden,894500BU6P2B83CX2P74,Financing,Crowdinvesting,0,https://www.fundedbyme.com/en/,daniel@fundedbyme.com,0,0,,0,
155,Fundsters,0,1.0,2012.0,Markus Brütsch,,FUNDSTERS AG,AG,Rudolf-Diesel-Straße 11,40670,Meerbusch,Germany,HRB 15032,Financing,Crowdinvesting,1,https://www.fundsters.de/,info@fundsters.de,0,0,2014/2015,Neuss,
156,gemeinschaftscrowd,0,1.0,2015.0,GLS Treuhand e.V.,,GLS Treuhand e.V.,e.V.,Christstraße 9,44789,Bochum,Germany,VR 892,Financing,Donation-based Crowdfunding,0,,info@gemeinschaftscrowd.de,0,0,,Bochum,
157,gigflip,0,1.0,2012.0,Julian Bühler; Stephan von Rohden,https://www.linkedin.com/in/julianblr/; https://www.linkedin.com/in/stephanvr/,Gigflip GmbH,GmbH,Konsul-Smidt-Straße 24,28217,Bremen,Germany,HRB 31187 HB,Financing,Reward-based Crowdfunding,0,,,1,0,,Bremen,
